Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,Product Name,Index
PAYMENT,6,4,53.57,113.97,Late delivery,1,29,Shop By Sport,Saint Paul,EE. UU.,XXXXXXXXX,Donna,6191,Smith,XXXXXXXXX,Consumer,MN,1453 Amber Deer Farm,55104,5,Golf,44.95,-93.16,Pacific Asia,Hangzhou,China,6191,,24995,627,6,0.05,62629,39.99,0.47,3,119.97,113.97,53.57,Eastern Asia,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42375.85417,Standard Class,Under Armour Girls' Toddler Spine Surge Runni,574
PAYMENT,6,4,36.71,215.96,Late delivery,1,17,Cleats,Saint Paul,EE. UU.,XXXXXXXXX,Donna,6191,Smith,XXXXXXXXX,Consumer,MN,1453 Amber Deer Farm,55104,4,Apparel,44.95,-93.16,Pacific Asia,Hangzhou,China,6191,,24995,365,24,0.1,62627,59.99,0.17,4,239.96,215.96,36.71,Eastern Asia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42375.85417,Standard Class,Perfect Fitness Perfect Rip Deck,575
PAYMENT,6,4,51.4,215.96,Late delivery,1,17,Cleats,Dallas,EE. UU.,XXXXXXXXX,Mary,9939,Singleton,XXXXXXXXX,Consumer,TX,6025 Clear Deer Swale,75240,4,Apparel,32.93,-96.81,Pacific Asia,Ningbo,China,9939,42584,27655,365,24,0.1,69231,59.99,0.24,4,239.96,215.96,51.4,Eastern Asia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42414.68403,Standard Class,Perfect Fitness Perfect Rip Deck,576
PAYMENT,6,4,20.57,182,Late delivery,1,24,Women's Apparel,Buena Park,EE. UU.,XXXXXXXXX,Harold,3935,Hayes,XXXXXXXXX,Consumer,CA,3740 Velvet Rise,90620,5,Golf,34.14,-118.39,Pacific Asia,Hangzhou,China,3935,,28985,502,18,0.09,72521,50,0.11,4,200,182,20.57,Eastern Asia,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42434.09931,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,577
PAYMENT,6,4,63,180,Late delivery,1,24,Women's Apparel,Buena Park,EE. UU.,XXXXXXXXX,Harold,3935,Hayes,XXXXXXXXX,Consumer,CA,3740 Velvet Rise,90620,5,Golf,34.14,-118.39,Pacific Asia,Hangzhou,China,3935,,28985,502,20,0.1,72520,50,0.35,4,200,180,63,Eastern Asia,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42434.09931,Standard Class,Nike Men's Dri-FIT Victory Golf Polo,578
PAYMENT,6,4,78.36,284.95,Late delivery,1,17,Cleats,Dallas,EE. UU.,XXXXXXXXX,Mary,9939,Singleton,XXXXXXXXX,Consumer,TX,6025 Clear Deer Swale,75240,4,Apparel,32.93,-96.81,Pacific Asia,Ningbo,China,9939,42584,27655,365,15,0.05,69230,59.99,0.28,5,299.95,284.95,78.36,Eastern Asia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42414.68403,Standard Class,Perfect Fitness Perfect Rip Deck,579
TRANSFER,6,2,-8.79,11.99,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Gary,2049,Smith,XXXXXXXXX,Corporate,PR,9905 Fallen Butterfly Valley,725,6,Outdoors,18.27,-66.37,Pacific Asia,Lanxi,China,2049,,24110,926,4,0.25,60321,15.99,-0.73,1,15.99,11.99,-8.79,Eastern Asia,PENDING,,926,41,,http://images.acmesports.sports/Glove+It+Imperial+Golf+Towel,15.99,0,42362.93542,Second Class,Glove It Imperial Golf Towel,580
TRANSFER,2,2,-78.29,260.96,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Patrick,2101,Lopez,XXXXXXXXX,Corporate,PR,2863 Crystal Barn End,725,4,Apparel,18.24,-66.37,Pacific Asia,Jiaxing,China,2101,,24106,365,38.99000168,0.13,60312,59.99,-0.3,5,299.95,260.96,-78.29,Eastern Asia,PENDING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42358.87708,Second Class,Perfect Fitness Perfect Rip Deck,581
TRANSFER,2,4,74.88,221.55,Advance shipping,0,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Iona,18954,Collier,XXXXXXXXX,Corporate,PR,6019 Rustic Ridge,725,9,Discs Shop,18.23,-66.04,Pacific Asia,Lanxi,China,18954,43221,75401,1358,39.09999847,0.15,178716,260.65,0.34,1,260.65,221.55,74.88,Eastern Asia,PROCESSING,,1358,71,,http://images.acmesports.sports/Rock+music,260.65,0,43107.66528,Standard Class,Rock music,582
TRANSFER,2,4,3.6,89.99,Shipping canceled,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5581,Miller,XXXXXXXXX,Corporate,PR,9937 Round Panda Hill,725,4,Apparel,18.26,-66.37,Pacific Asia,Wenling,China,5581,,24981,365,30,0.25,62593,59.99,0.04,2,119.98,89.99,3.6,Eastern Asia,SUSPECTED_FRAUD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42371.65,Standard Class,Perfect Fitness Perfect Rip Deck,583
DEBIT,2,4,80.63,167.98,Advance shipping,0,9,Cardio Equipment,Fresno,EE. UU.,XXXXXXXXX,George,9195,Johns,XXXXXXXXX,Consumer,CA,8383 Jagged Street,93727,3,Footwear,36.72,-119.94,Pacific Asia,Hangzhou,China,9195,42615,27716,191,32,0.16,69387,99.99,0.48,2,199.98,167.98,80.63,Eastern Asia,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,99.99,0,42411.57431,Standard Class,Nike Men's Free 5.0+ Running Shoe,584
DEBIT,4,4,19.22,107.98,Shipping on time,0,17,Cleats,Albuquerque,EE. UU.,XXXXXXXXX,Mary,3938,Smith,XXXXXXXXX,Consumer,NM,2556 Umber Autoroute,87105,4,Apparel,35.07,-106.67,Pacific Asia,Linhai,China,3938,,28663,365,12,0.1,71744,59.99,0.18,2,119.98,107.98,19.22,Eastern Asia,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42427.39861,Standard Class,Perfect Fitness Perfect Rip Deck,585
DEBIT,2,4,44.99,119.98,Advance shipping,0,17,Cleats,Placentia,EE. UU.,XXXXXXXXX,Samantha,2362,Smith,XXXXXXXXX,Consumer,CA,7126 Hazy Berry Mount,92870,4,Apparel,33.99,-117.95,Pacific Asia,Hangzhou,China,2362,,21736,365,0,0,54385,59.99,0.38,2,119.98,119.98,44.99,Eastern Asia,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42324.28056,Standard Class,Perfect Fitness Perfect Rip Deck,586
DEBIT,2,4,73.7,163.77,Advance shipping,0,17,Cleats,Fresno,EE. UU.,XXXXXXXXX,George,9195,Johns,XXXXXXXXX,Consumer,CA,8383 Jagged Street,93727,4,Apparel,36.72,-119.94,Pacific Asia,Hangzhou,China,9195,42615,27716,365,16.20000076,0.09,69390,59.99,0.45,3,179.97,163.77,73.7,Eastern Asia,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42411.57431,Standard Class,Perfect Fitness Perfect Rip Deck,587
DEBIT,2,4,-152.66,156.57,Advance shipping,0,17,Cleats,Placentia,EE. UU.,XXXXXXXXX,Samantha,2362,Smith,XXXXXXXXX,Consumer,CA,7126 Hazy Berry Mount,92870,4,Apparel,33.99,-117.95,Pacific Asia,Hangzhou,China,2362,,21736,365,23.39999962,0.13,54387,59.99,-0.98,3,179.97,156.57,-152.66,Eastern Asia,ON_HOLD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42324.28056,Standard Class,Perfect Fitness Perfect Rip Deck,588
TRANSFER,3,4,27.89,92.96,Advance shipping,0,46,Indoor/Outdoor Games,Los Angeles,EE. UU.,XXXXXXXXX,Charles,7340,Taylor,XXXXXXXXX,Corporate,CA,8081 Rustic Concession,90016,7,Fan Shop,34.03,-118.36,Pacific Asia,Hangzhou,China,7340,,28987,1014,7,0.07,72524,49.98,0.3,2,99.96,92.96,27.89,Eastern Asia,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42431.12847,Standard Class,O'Brien Men's Neoprene Life Vest,589
PAYMENT,6,4,70.66,217.41,Late delivery,1,46,Indoor/Outdoor Games,Buena Park,EE. UU.,XXXXXXXXX,Harold,3935,Hayes,XXXXXXXXX,Consumer,CA,3740 Velvet Rise,90620,7,Fan Shop,34.14,-118.39,Pacific Asia,Hangzhou,China,3935,,28985,1014,32.49000168,0.13,72519,49.98,0.33,5,249.9,217.41,70.66,Eastern Asia,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42434.09931,Standard Class,O'Brien Men's Neoprene Life Vest,590
CASH,3,4,23.75,49.48,Advance shipping,0,46,Indoor/Outdoor Games,Oceanside,EE. UU.,XXXXXXXXX,James,5016,Rangel,XXXXXXXXX,Corporate,CA,1213 Quaking Plaza,92056,7,Fan Shop,33.19,-117.36,Pacific Asia,Jinhua,China,5016,,27987,1014,0.5,0.01,70038,49.98,0.48,1,49.98,49.48,23.75,Eastern Asia,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42416.53056,Standard Class,O'Brien Men's Neoprene Life Vest,591
DEBIT,2,4,-4.75,94.96,Advance shipping,0,46,Indoor/Outdoor Games,Fresno,EE. UU.,XXXXXXXXX,George,9195,Johns,XXXXXXXXX,Consumer,CA,8383 Jagged Street,93727,7,Fan Shop,36.72,-119.94,Pacific Asia,Hangzhou,China,9195,42615,27716,1014,5,0.05,69389,49.98,-0.05,2,99.96,94.96,-4.75,Eastern Asia,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42411.57431,Standard Class,O'Brien Men's Neoprene Life Vest,592
TRANSFER,3,4,111.58,237.41,Advance shipping,0,46,Indoor/Outdoor Games,Buffalo,EE. UU.,XXXXXXXXX,Johnny,5048,Smith,XXXXXXXXX,Consumer,NY,3367 Merry Mews,14215,7,Fan Shop,42.94,-78.8,Pacific Asia,Ningbo,China,5048,42584,27657,1014,12.5,0.05,69235,49.98,0.47,5,249.9,237.41,111.58,Eastern Asia,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42411.71319,Standard Class,O'Brien Men's Neoprene Life Vest,593
TRANSFER,2,1,88.79,188.92,Late delivery,1,46,Indoor/Outdoor Games,Honolulu,EE. UU.,XXXXXXXXX,Mary,2769,Hendricks,XXXXXXXXX,Corporate,HI,2186 Amber Lagoon Mountain,96817,7,Fan Shop,21.32,-157.86,Pacific Asia,Ningbo,China,2769,,26834,1014,11,0.06,67234,49.98,0.47,4,199.92,188.92,88.79,Eastern Asia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42398.69931,First Class,O'Brien Men's Neoprene Life Vest,594
TRANSFER,4,4,55.1,112.46,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,6960,Smith,XXXXXXXXX,Consumer,PR,5182 Little Freeway,725,7,Fan Shop,18.3,-66.37,Pacific Asia,Ningbo,China,6960,,26833,1014,37.49000168,0.25,67231,49.98,0.49,3,149.94,112.46,55.1,Eastern Asia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42400.68472,Standard Class,O'Brien Men's Neoprene Life Vest,595
CASH,2,1,41.23,149.94,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Kyle,6316,Smith,XXXXXXXXX,Home Office,PR,7107 Blue Rise Place,725,7,Fan Shop,18.22,-66.37,Pacific Asia,Ningbo,China,6316,,26832,1014,0,0,67227,49.98,0.28,3,149.94,149.94,41.23,Eastern Asia,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42398.67014,First Class,O'Brien Men's Neoprene Life Vest,596
CASH,2,1,-3.71,148.44,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Kyle,6316,Smith,XXXXXXXXX,Home Office,PR,7107 Blue Rise Place,725,7,Fan Shop,18.22,-66.37,Pacific Asia,Ningbo,China,6316,,26832,1014,1.5,0.01,67225,49.98,-0.03,3,149.94,148.44,-3.71,Eastern Asia,CLOSED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42398.67014,First Class,O'Brien Men's Neoprene Life Vest,597
DEBIT,5,2,63.33,191.92,Late delivery,1,46,Indoor/Outdoor Games,Edison,EE. UU.,XXXXXXXXX,Karen,3128,Turner,XXXXXXXXX,Consumer,NJ,40 Pleasant Brook Trace,8817,7,Fan Shop,40.52,-74.39,Pacific Asia,Huzhou,China,3128,,25959,1014,8,0.04,64983,49.98,0.33,4,199.92,191.92,63.33,Eastern Asia,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42388.92639,Second Class,O'Brien Men's Neoprene Life Vest,598
TRANSFER,5,4,56.68,125.95,Late delivery,1,46,Indoor/Outdoor Games,Austin,EE. UU.,XXXXXXXXX,Jose,12207,Smith,XXXXXXXXX,Corporate,TX,8473 Crystal Hickory Path,78745,7,Fan Shop,30.25,-97.89,Pacific Asia,Lanxi,China,12207,,24109,1014,23.98999977,0.16,60320,49.98,0.45,3,149.94,125.95,56.68,Eastern Asia,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42361.92083,Standard Class,O'Brien Men's Neoprene Life Vest,599
TRANSFER,2,2,42.22,87.96,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Patrick,2101,Lopez,XXXXXXXXX,Corporate,PR,2863 Crystal Barn End,725,7,Fan Shop,18.24,-66.37,Pacific Asia,Jiaxing,China,2101,,24106,1014,12,0.12,60310,49.98,0.48,2,99.96,87.96,42.22,Eastern Asia,PENDING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42358.87708,Second Class,O'Brien Men's Neoprene Life Vest,600
TRANSFER,2,4,25.7,227.41,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,7101,Smith,XXXXXXXXX,Consumer,PR,9503 Hazy Pine Edge,725,7,Fan Shop,18.27,-66.37,Pacific Asia,Hangzhou,China,7101,42016,22926,1014,22.48999977,0.09,57391,49.98,0.11,5,249.9,227.41,25.7,Eastern Asia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42341.65139,Standard Class,O'Brien Men's Neoprene Life Vest,601
TRANSFER,2,1,90.68,188.92,Late delivery,1,46,Indoor/Outdoor Games,Daly City,EE. UU.,XXXXXXXXX,Frances,3415,Gomez,XXXXXXXXX,Home Office,CA,3948 Shady Campus,94015,7,Fan Shop,37.7,-122.48,Pacific Asia,Hangzhou,China,3415,,22170,1014,11,0.06,55495,49.98,0.48,4,199.92,188.92,90.68,Eastern Asia,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42330.61597,First Class,O'Brien Men's Neoprene Life Vest,602
TRANSFER,4,4,102.9,283.48,Shipping canceled,0,43,Camping & Hiking,Long Beach,EE. UU.,XXXXXXXXX,Lawrence,2462,Kent,XXXXXXXXX,Consumer,CA,8400 Sunny Quail Lookout,90806,7,Fan Shop,33.8,-118.19,Pacific Asia,Ningbo,China,2462,42046,20958,957,16.5,0.06,52378,299.98,0.36,1,299.98,283.48,102.9,Eastern Asia,CANCELED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,299.98,0,42314.92361,Standard Class,Diamondback Women's Serene Classic Comfort Bi,603
TRANSFER,4,4,14.08,38.79,Shipping on time,0,29,Shop By Sport,Granite City,EE. UU.,XXXXXXXXX,Katherine,1124,Cain,XXXXXXXXX,Consumer,IL,5214 Colonial Square,62040,5,Golf,38.76,-90.1,Pacific Asia,Ninghai,China,1124,42402,27233,627,1.200000048,0.03,68227,39.99,0.36,1,39.99,38.79,14.08,Eastern Asia,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,39.99,0,42406.52361,Standard Class,Under Armour Girls' Toddler Spine Surge Runni,604
TRANSFER,3,4,-129.42,532.58,Advance shipping,0,68,Garden,Bakersfield,EE. UU.,XXXXXXXXX,Nora,15485,Goff,XXXXXXXXX,Consumer,CA,6281 Round Farm,93304,6,Outdoors,35.36,-119.02,Pacific Asia,Shaoxing,China,15485,,71932,1355,0,0,175247,532.58,-0.24,1,532.58,532.58,-129.42,Eastern Asia,PENDING,,1355,68,,http://images.acmesports.sports/Lawn+mower,532.58,0,43058.02639,Standard Class,Lawn mower,605
TRANSFER,4,4,-19.81,278.98,Shipping on time,0,43,Camping & Hiking,Granite City,EE. UU.,XXXXXXXXX,Katherine,1124,Cain,XXXXXXXXX,Consumer,IL,5214 Colonial Square,62040,7,Fan Shop,38.76,-90.1,Pacific Asia,Ninghai,China,1124,42402,27233,957,21,0.07,68225,299.98,-0.07,1,299.98,278.98,-19.81,Eastern Asia,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,299.98,0,42406.52361,Standard Class,Diamondback Women's Serene Classic Comfort Bi,606
TRANSFER,3,4,-37.06,327.98,Advance shipping,0,45,Fishing,San Diego,EE. UU.,XXXXXXXXX,Mary,12192,Carlson,XXXXXXXXX,Consumer,CA,5104 Rustic Downs,92114,7,Fan Shop,32.75,-117.2,Pacific Asia,Hangzhou,China,12192,,24952,1004,72,0.18,62524,399.98,-0.11,1,399.98,327.98,-37.06,Eastern Asia,PENDING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42372.22639,Standard Class,Field & Stream Sportsman 16 Gun Fire Safe,607
TRANSFER,3,4,-217.59,319.98,Advance shipping,0,45,Fishing,San Diego,EE. UU.,XXXXXXXXX,Mary,12192,Carlson,XXXXXXXXX,Consumer,CA,5104 Rustic Downs,92114,7,Fan Shop,32.75,-117.2,Pacific Asia,Hangzhou,China,12192,,24952,1004,80,0.2,62523,399.98,-0.68,1,399.98,319.98,-217.59,Eastern Asia,PENDING,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42372.22639,Standard Class,Field & Stream Sportsman 16 Gun Fire Safe,608
TRANSFER,5,4,7.28,82.71,Late delivery,1,72,Pet Supplies,Aurora,EE. UU.,XXXXXXXXX,Cleo,19087,Pate,XXXXXXXXX,Consumer,CO,6955 Lost Ramp,80011,11,Pet Shop,39.75,-104.82,Pacific Asia,Wenzhou,China,19087,43282,75534,1359,1.690000057,0.02,178849,84.4,0.09,1,84.4,82.71,7.28,Eastern Asia,PROCESSING,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,84.4,0,43112.60694,Standard Class,Adult dog supplies,609
TRANSFER,3,4,7.91,63.3,Advance shipping,0,72,Pet Supplies,Madera,EE. UU.,XXXXXXXXX,Willow,19180,Bowers,XXXXXXXXX,Consumer,CA,6245 Iron Cloud Farms,93638,11,Pet Shop,36.97,-120.06,Pacific Asia,Ningbo,China,19180,43313,75627,1359,21.10000038,0.25,178942,84.4,0.13,1,84.4,63.3,7.91,Eastern Asia,PROCESSING,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,84.4,0,43111.96458,Standard Class,Adult dog supplies,610
TRANSFER,4,4,41.81,115.18,Shipping canceled,0,17,Cleats,Long Beach,EE. UU.,XXXXXXXXX,Lawrence,2462,Kent,XXXXXXXXX,Consumer,CA,8400 Sunny Quail Lookout,90806,4,Apparel,33.8,-118.19,Pacific Asia,Ningbo,China,2462,42046,20958,365,4.800000191,0.04,52376,59.99,0.36,2,119.98,115.18,41.81,Eastern Asia,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42314.92361,Standard Class,Perfect Fitness Perfect Rip Deck,611
CASH,2,1,36.9,245.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Kyle,6316,Smith,XXXXXXXXX,Home Office,PR,7107 Blue Rise Place,725,7,Fan Shop,18.22,-66.37,Pacific Asia,Ningbo,China,6316,,26832,957,54,0.18,67228,299.98,0.15,1,299.98,245.98,36.9,Eastern Asia,CLOSED,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,299.98,0,42398.67014,First Class,Diamondback Women's Serene Classic Comfort Bi,612
CASH,4,2,29.92,339.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Diana,6822,Smith,XXXXXXXXX,Home Office,PR,8341 Stony Avenue,725,7,Fan Shop,18.22,-66.37,Pacific Asia,Jiaxing,China,6822,,23953,1004,60,0.15,59965,399.98,0.09,1,399.98,339.98,29.92,Eastern Asia,CLOSED,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42358.64375,Second Class,Field & Stream Sportsman 16 Gun Fire Safe,613
CASH,4,2,94.08,335.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Diana,6822,Smith,XXXXXXXXX,Home Office,PR,8341 Stony Avenue,725,7,Fan Shop,18.22,-66.37,Pacific Asia,Jiaxing,China,6822,,23953,1004,64,0.16,59964,399.98,0.28,1,399.98,335.98,94.08,Eastern Asia,CLOSED,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,399.98,0,42358.64375,Second Class,Field & Stream Sportsman 16 Gun Fire Safe,614
TRANSFER,4,4,43.65,139.44,Shipping canceled,0,46,Indoor/Outdoor Games,Long Beach,EE. UU.,XXXXXXXXX,Lawrence,2462,Kent,XXXXXXXXX,Consumer,CA,8400 Sunny Quail Lookout,90806,7,Fan Shop,33.8,-118.19,Pacific Asia,Ningbo,China,2462,42046,20958,1014,10.5,0.07,52377,49.98,0.31,3,149.94,139.44,43.65,Eastern Asia,CANCELED,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,49.98,0,42314.92361,Standard Class,O'Brien Men's Neoprene Life Vest,615
DEBIT,3,4,19.53,55.79,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Jessica,51,Smith,XXXXXXXXX,Home Office,PR,8344 Dewy Fawn Farms,725,4,Apparel,18.23,-66.05,Pacific Asia,Ningbo,China,51,42584,27652,365,4.199999809,0.07,69225,59.99,0.35,1,59.99,55.79,19.53,Eastern Asia,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42411.64028,Standard Class,Perfect Fitness Perfect Rip Deck,616
PAYMENT,0,0,48.36,185.98,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,4111,Smith,XXXXXXXXX,Home Office,PR,9533 Little Forest,725,3,Footwear,18.27,-66.37,Pacific Asia,Ningbo,China,4111,,24338,191,14,0.07,60882,99.99,0.26,2,199.98,185.98,48.36,Eastern Asia,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,99.99,0,42360.76389,Same Day,Nike Men's Free 5.0+ Running Shoe,617
PAYMENT,0,0,46.73,113.98,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,4111,Smith,XXXXXXXXX,Home Office,PR,9533 Little Forest,725,4,Apparel,18.27,-66.37,Pacific Asia,Ningbo,China,4111,,24338,365,6,0.05,60881,59.99,0.41,2,119.98,113.98,46.73,Eastern Asia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42360.76389,Same Day,Perfect Fitness Perfect Rip Deck,618
PAYMENT,0,0,-3.63,28.14,Shipping on time,0,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Mary,4111,Smith,XXXXXXXXX,Home Office,PR,9533 Little Forest,725,6,Outdoors,18.27,-66.37,Pacific Asia,Ningbo,China,4111,,24338,924,3.839999914,0.12,60880,15.99,-0.13,2,31.98,28.14,-3.63,Eastern Asia,PENDING_PAYMENT,,924,41,,http://images.acmesports.sports/Glove+It+Urban+Brick+Golf+Towel,15.99,0,42360.76389,Same Day,Glove It Urban Brick Golf Towel,619
PAYMENT,4,4,-30.23,151.17,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Susan,6466,Meyer,XXXXXXXXX,Consumer,PR,3662 Middle Willow Promenade,725,4,Apparel,18.21,-66.37,Pacific Asia,Wenling,China,6466,42554,29528,365,28.79999924,0.16,73890,59.99,-0.2,3,179.97,151.17,-30.23,Eastern Asia,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,59.99,0,42440.02569,Standard Class,Perfect Fitness Perfect Rip Deck,620
TRANSFER,5,2,79.94,245.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Charles,9291,Mueller,XXXXXXXXX,Consumer,PR,7591 Easy Inlet,725,7,Fan Shop,18.25,-66.37,Pacific Asia,Wenzhou,China,9291,,24244,957,54,0.18,60653,299.98,0.33,1,299.98,245.98,79.94,Eastern Asia,PROCESSING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,299.98,0,42363.89167,Second Class,Diamondback Women's Serene Classic Comfort Bi,621
TRANSFER,5,2,11.25,112.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Charles,9291,Mueller,XXXXXXXXX,Consumer,PR,7591 Easy Inlet,725,5,Golf,18.25,-66.37,Pacific Asia,Wenzhou,China,9291,,24244,502,37.5,0.25,60651,50,0.1,3,150,112.5,11.25,Eastern Asia,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,50,0,42363.89167,Second Class,Nike Men's Dri-FIT Victory Golf Polo,622
